
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007318                       # Number of seconds simulated (Second)
simTicks                                   7317751000                       # Number of ticks simulated (Tick)
finalTick                                  7317751000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    871.73                       # Real time elapsed on the host (Second)
hostTickRate                                  8394557                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8900308                       # Number of bytes of host memory used (Byte)
simInsts                                     26186677                       # Number of instructions simulated (Count)
simOps                                       49975438                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    30040                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57329                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14617428                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29721386                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   69196                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28156748                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                110118                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4802885                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6608731                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              40036                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           14314932                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.966949                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.553119                       # Number of insts issued each cycle (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                    83467                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                   3838110                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                  167565                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts              29789494                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts                1708                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                 3057271                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts                1215147                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts                24032                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                    38295                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                  106662                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu1.iew.memOrderViolationEvents           261                       # Number of memory order violations (Count)
system.cpu1.iew.predictedTakenIncorrect         53871                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu1.iew.predictedNotTakenIncorrect        58860                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu1.iew.branchMispredicts              112731                       # Number of branch mispredicts detected at execute (Count)
system.cpu1.iew.instsToCommit                27941904                       # Cumulative count of insts sent to commit (Count)
system.cpu1.iew.writebackCount               27902115                       # Cumulative count of insts written-back (Count)
system.cpu1.iew.producerInst                 21647702                       # Number of instructions producing a value (Count)
system.cpu1.iew.consumerInst                 35641474                       # Number of instructions consuming a value (Count)
system.cpu1.iew.wbRate                       1.906468                       # Insts written-back per cycle ((Count/Cycle))
system.cpu1.iew.wbFanout                     0.607374                       # Average fanout of values written-back ((Count/Count))
system.cpu1.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu1.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.lsq0.forwLoads                     102156                       # Number of loads that had data forwarded from stores (Count)
system.cpu1.lsq0.squashedLoads                 631429                       # Number of loads squashed (Count)
system.cpu1.lsq0.ignoredResponses                 171                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu1.lsq0.memOrderViolation                261                       # Number of memory ordering violations (Count)
system.cpu1.lsq0.squashedStores                204455                       # Number of stores squashed (Count)
system.cpu1.lsq0.rescheduledLoads                  16                       # Number of loads that were rescheduled (Count)
system.cpu1.lsq0.blockedByCache                  2802                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu1.lsq0.loadToUse::samples           2425842                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::mean            16.557592                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::stdev           42.412137                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::0-9               2123020     87.52%     87.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::10-19               12358      0.51%     88.03% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::20-29               37848      1.56%     89.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::30-39                3914      0.16%     89.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::40-49                3873      0.16%     89.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::50-59                7793      0.32%     90.23% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::60-69               17850      0.74%     90.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::70-79               37121      1.53%     92.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::80-89               58020      2.39%     94.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::90-99                 933      0.04%     94.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::100-109               838      0.03%     94.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::110-119               627      0.03%     94.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::120-129               538      0.02%     95.01% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::130-139               700      0.03%     95.04% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::140-149               959      0.04%     95.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::150-159              2953      0.12%     95.20% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::160-169              7913      0.33%     95.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::170-179             13568      0.56%     96.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::180-189             27481      1.13%     97.22% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::190-199             63794      2.63%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::200-209              3452      0.14%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::210-219               160      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::220-229                35      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::230-239                 9      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::240-249                 2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::250-259                 1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
